locID;name;countryEN;countryRU;lat_deg;lat_deg_sign;lat_min;lat_sec;lon_deg;lon_deg_sign;lon_min;lon_sec;property;buffer;siteID;latitude;longitude;countryCode
417rev-004;Necropolis Puig des Molins;Spain;Испания;N38;38;54;22.2;E1;1;25;47.9;5.5 ha;;417;38.9061667;1.4299722;esp
875-001;Roman walls;Spain;Испания;N41;41;7;12.4;E1;1;15;32.6;0.6 ha;—;875;41.1201111;1.2590556;esp
875-002;The imperial cult enclosure;Spain;Испания;N41;41;7;10.3;E1;1;15;30;2.23 ha;—;875;41.1195278;1.2583333;esp
875-003;Provincial Forum;Spain;Испания;N41;41;7;5;E1;1;15;21;5.85 ha;—;875;41.1180556;1.2558333;esp
875-004;The Circus;Spain;Испания;N41;41;6;56.9;E1;1;15;24.5;6 ha;27.5 ha;875;41.1158056;1.2568056;esp
875-005;The Colonial Forum;Spain;Испания;N41;41;6;52.5;E1;1;14;56.6;0.6 ha;—;875;41.1145833;1.2490556;esp
875-006;The Roman Theatre;Spain;Испания;N41;41;6;48.6;E1;1;14;52;0.54 ha;3.4 ha;875;41.1135;1.2477778;esp
875-007;The Amphitheatre, basilica, and Romanesque church;Spain;Испания;N41;41;6;53;E1;1;15;33.5;1 ha;8 ha;875;41.1147222;1.2593056;esp
875-008;Paleochristian cemetery;Spain;Испания;N41;41;6;53.1;E1;1;14;18;1.3 ha;—;875;41.11475;1.2383333;esp
875-009;Aqueduct;Spain;Испания;N41;41;8;47.6;E1;1;14;36.6;0.4 ha;71.5 ha;875;41.1465556;1.2435;esp
875-010;Tower of the Scipios;Spain;Испания;N41;41;7;52.7;E1;1;18;59;0.08 ha;—;875;41.1313056;1.3163889;esp
875-011;Médol Quary;Spain;Испания;N41;41;8;12.7;E1;1;20;22.4;5.3 ha;—;875;41.1368611;1.3395556;esp
875-012;The;Spain;Испания;N41;41;9;7.6;E1;1;13;49.7;2.24 ha;—;875;41.1521111;1.2304722;esp
875-013;The;Spain;Испания;N41;41;8;1.8;E1;1;22;22.8;6.5 ha;—;875;41.1338333;1.373;esp
875-014;Triumphal Arch of Berá;Spain;Испания;N41;41;10;22.9;E1;1;28;7.3;0.01 ha;—;875;41.1730278;1.4686944;esp
988-001;Eglésia de Sant Feliu;Spain;Испания;N42;42;30;17.2;E0;0;48;13.1;1.28 ha;—;988;42.5047778;0.8036389;esp
988-002;Eglésia de Sant Joan de Boí;Spain;Испания;N42;42;31;41.7;E0;0;50;1;0.88 ha;—;988;42.52825;0.8336111;esp
988-003;Eglésia de Santa Maria;Spain;Испания;N42;42;31;1.4;E0;0;51;3.4;1.73 ha;—;988;42.5170556;0.8509444;esp
988-004;Eglésia de Sant Climent;Spain;Испания;N42;42;30;59.6;E0;0;50;59.4;;—;988;42.5165556;0.8498333;esp
988-005;Eglésia de Santa Maria de l'Assumpció;Spain;Испания;N42;42;26;35.3;E0;0;44;43.9;0.46 ha;—;988;42.4431389;0.7455278;esp
988-006;Eglésia de Santa Maria;Spain;Испания;N42;42;29;3.8;E0;0;46;36.3;0.39 ha;—;988;42.4843889;0.77675;esp
988-007;Eglésia de la Nativitat;Spain;Испания;N42;42;30;9.9;E0;0;49;19.1;2.01 ha;—;988;42.50275;0.8219722;esp
988-008;Ermitage de Sant Quirc;Spain;Испания;N42;42;30;8.6;E0;0;49;25.3;0.03 ha;—;988;42.5023889;0.8236944;esp
988-009;Eglésia de Santa Eulàlia;Spain;Испания;N42;42;31;49.6;E0;0;49;55.8;1.2 ha;—;988;42.5304444;0.8321667;esp
522-001;Úbeda;Spain;Испания;N38;38;0;40.7;W3;-3;22;16.4;4.2 ha;90.3 ha;522;38.0113056;-2.6287778;esp
522-002;Baeza;Spain;Испания;N37;37;59;47;W3;-3;27;59.5;4.8 ha;85.4 ha;522;37.9963889;-2.5334722;esp
1501-001;The Manga Dolmen and The Viera Dolmen;Spain;Испания;N37;37;1;30;W4;-4;32;40;3.6 ha;10,787.7 ha;1501;37.025;-3.4555556;esp
1501-002;Tholos of El Romeral;Spain;Испания;N37;37;2;3.8;W4;-4;32;5.7;3.9 ha;—;1501;37.0343889;-3.4650833;esp
1501-003;La Pena de los Enamorados;Spain;Испания;N37;37;4;0;W4;-4;29;26;258.8 ha;—;1501;37.0666667;-3.5094444;esp
1501-004;El Torcal de Antequera;Spain;Испания;N36;36;57;52.6;W4;-4;32;26.3;2,180 ha;—;1501;36.9646111;-3.4593611;esp
1203-001;Peak Wilderness Protected Area (PWPA);Sri Lanka;Шри-Ланка;N6;6;49;3.871;E80;80;29;20.67;22,379 ha;37,571 ha;1203;6.8177419;80.489075;lka
1203-002;Horton Plains National Park (HPNP);Sri Lanka;Шри-Ланка;N6;6;48;22.07;E80;80;47;47.55;3,160 ha;;1203;6.8061306;80.7965417;lka
1203-003;Knuckles Conservation Forest (KCF);Sri Lanka;Шри-Ланка;N7;7;27;8.82;E80;80;48;7.56;31,305 ha;35,074 ha;1203;7.45245;80.8021;lka
1073-001;Gebel Barkal;Sudan;Судан;N18;18;32;13.2;E31;31;49;40.9;121 ha;40 ha;1073;18.537;31.8280278;sdn
1073-002;El-Kurru;Sudan;Судан;N18;18;24;36;E31;31;46;17;4.5 ha;6.5 ha;1073;18.41;31.7713889;sdn
1073-003;Nuri;Sudan;Судан;N18;18;33;50;E31;31;55;0;17 ha;—;1073;18.5638889;31.9166667;sdn
1073-004;Sanam;Sudan;Судан;N18;18;28;56;E31;31;49;8;20 ha;—;1073;18.4822222;31.8188889;sdn
1073-005;Zuma;Sudan;Судан;N18;18;22;12;E31;31;44;28;20 ha;—;1073;18.37;31.7411111;sdn
1336-001;Meroe 1;Sudan;Судан;N16;16;55;60;E33;33;43;0;612.551 ha;1,718.031 ha;1336;16.9333333;33.7166667;sdn
1336-002;Meroe 2;Sudan;Судан;N16;16;55;60;E33;33;45;0;674.904 ha;;1336;16.9333333;33.75;sdn
1336-003;Musawwarat es-Sufra;Sudan;Судан;N16;16;25;0;E33;33;19;60;836.57 ha;2,653.64 ha;1336;16.4166667;33.3333333;sdn
1336-004;Naqa;Sudan;Судан;N16;16;16;15;E33;33;16;45;231.852 ha;9,509.92 ha;1336;16.2708333;33.2791667;sdn
262rev-001;Sanganeb Marine National Park (SMNP);Sudan;Судан;N19;19;44;10;E37;37;26;35;17,400 ha;504,600 ha;262;19.7361111;37.4430556;sdn
262rev-002;Dungonab Bay-Mukkawar Island Marine National Park;Sudan;Судан;N20;20;56;14;E37;37;15;19;243,300 ha;;262;20.9372222;37.2552778;sdn
555-001;Birka;Sweden;Швеция;N59;59;20;6.5;E17;17;32;33.5;;;555;59.3351389;17.5426389;swe
555-002;HovgÃ¥rden;Sweden;Швеция;N59;59;21;37.5;E17;17;31;47.9;23.071 ha;;555;59.3604167;17.5299722;swe
871-001;Karlskrona and the Island of Trossö;Sweden;Швеция;N56;56;9;45;E15;15;34;60;254.397 ha;1,105.077 ha;871;56.1625;15.5833333;swe
871-002;Mjölnarholmen;Sweden;Швеция;N56;56;10;0;E15;15;36;0;6.825 ha;;871;56.1666667;15.6;swe
871-003;Koholmen;Sweden;Швеция;N56;56;9;34;E15;15;36;33;6.032 ha;;871;56.1594444;15.6091667;swe
871-004;Kungshall (Basareholmen);Sweden;Швеция;N56;56;9;0;E15;15;36;0;4.997 ha;;871;56.15;15.6;swe
871-005;Godnatt;Sweden;Швеция;N56;56;8;29;E15;15;35;39;0.393 ha;;871;56.1413889;15.5941667;swe
871-006;Kurrholmen;Sweden;Швеция;N56;56;9;0;E15;15;33;0;2.224 ha;;871;56.15;15.55;swe
871-007;Ljungskär;Sweden;Швеция;N56;56;10;0;E15;15;34;60;1.836 ha;;871;56.1666667;15.5833333;swe
871-008;Crown Mill at Lyckeby (Kronokvarnen);Sweden;Швеция;N56;56;11;50;E15;15;39;37;0.776 ha;;871;56.1972222;15.6602778;swe
871-009;Kungsholms Fort (Kungsholmen);Sweden;Швеция;N56;56;6;28;E15;15;35;17;26.623 ha;;871;56.1077778;15.5880556;swe
871-010;Drottningskärs Citadel (Kastellet);Sweden;Швеция;N56;56;6;36;E15;15;33;55;10.891 ha;;871;56.11;15.5652778;swe
871-011;Skärva;Sweden;Швеция;N56;56;12;3;E15;15;34;25;5.423 ha;;871;56.2008333;15.5736111;swe
1282-001;Kristofers, Stene;Sweden;Швеция;N61;61;42;26;E16;16;11;45;0.86 ha;47.74 ha;1282;61.7072222;16.1958333;swe
1282-002;Gästgivars, Vallsta;Sweden;Швеция;N61;61;31;56;E16;16;22;4;0.75 ha;116.3 ha;1282;61.5322222;16.3677778;swe
1282-003;Pallars, Långhed;Sweden;Швеция;N61;61;23;53;E16;16;2;45;2.94 ha;139.4 ha;1282;61.3980556;16.0458333;swe
1282-004;Jon-Lars, Långhed;Sweden;Швеция;N61;61;23;24;E16;16;3;5;1.97 ha;139.4 ha;1282;61.39;16.0513889;swe
1282-005;Bortom Åa, Fågelsjö;Sweden;Швеция;N61;61;47;47;E14;14;38;4;6.36 ha;37.91 ha;1282;61.7963889;14.6344444;swe
1282-006;Bommars, Letsbo;Sweden;Швеция;N61;61;55;49;E15;15;52;40;1.72 ha;3.25 ha;1282;61.9302778;15.8777778;swe
1282-007;Erik Anders, Askesta;Sweden;Швеция;N61;61;16;20;E16;16;59;36;0.24 ha;53.04 ha;1282;61.2722222;16.9933333;swe
1302-001;La Chaux-de-Fonds;Switzerland;Швейцария;N47;47;6;14.48;E6;6;49;58.53;213.7 ha;2,867.5 ha;1302;47.1040222;6.832925;che
1302-002;Le Locle;Switzerland;Швейцария;N47;47;3;29.48;E6;6;44;58.45;70.2 ha;1,620.2;1302;47.0581889;6.7495694;che
22bis-001;Area 1;Syrian Arab Republic;Сирийская Арабская Республика;N32;32;31;12.92;E36;36;28;56.59;115 ha;200.4 ha;22;32.5202556;36.4823861;syr
22bis-002;Area 2;Syrian Arab Republic;Сирийская Арабская Республика;N32;32;31;13.53;E36;36;29;28.5;1.2 ha;;22;32.520425;36.49125;syr
1229-001;Crac des Chevaliers;Syrian Arab Republic;Сирийская Арабская Республика;N34;34;45;24.99;E36;36;17;40.99;2.38 ha;37.69 ha;1229;34.7569417;36.2947194;syr
1229-002;Qal’at Salah El-Din;Syrian Arab Republic;Сирийская Арабская Республика;N35;35;35;44.99;E36;36;3;25.98;6.49 ha;129.52 ha;1229;35.5958306;36.0572167;syr
1348-001;JebelSem’an1 [Qal’atSem’an];Syrian Arab Republic;Сирийская Арабская Республика;N36;36;20;3;E36;36;50;39;3,700 ha;—;1348;36.3341667;36.8441667;syr
1348-002;JebelSem’an2 [KafrNabo];Syrian Arab Republic;Сирийская Арабская Республика;N36;36;21;36;E36;36;54;29;2,760 ha;—;1348;36.36;36.9080556;syr
1348-003;JebelSem’an3 [Sinkhar];Syrian Arab Republic;Сирийская Арабская Республика;N36;36;17;50.99;E36;36;54;29;380 ha;—;1348;36.2974972;36.9080556;syr
1348-004;JebelZawiyé1 [Ba’uda];Syrian Arab Republic;Сирийская Арабская Республика;N35;35;40;11;E36;36;34;7;3,200 ha;—;1348;35.6697222;36.5686111;syr
1348-005;JebelZawiyé2 [Rouweiha];Syrian Arab Republic;Сирийская Арабская Республика;N35;35;44;18;E36;36;41;43;530 ha;—;1348;35.7383333;36.6952778;syr
1348-006;Jebelal-A’la [QalbLozé];Syrian Arab Republic;Сирийская Арабская Республика;N36;36;10;9;E36;36;34;51;460 ha;—;1348;36.1691667;36.5808333;syr
1348-007;JebelBarisha [Deirouné];Syrian Arab Republic;Сирийская Арабская Республика;N36;36;12;38;E36;36;39;35;580 ha;—;1348;36.2105556;36.6597222;syr
1348-008;JebelWastani [KafrAqareb];Syrian Arab Republic;Сирийская Арабская Республика;N36;36;2;3;E36;36;26;26;680 ha;—;1348;36.0341667;36.4405556;syr
574-001;Sukhotai Historical Park;Thailand;Таиланд;N17;17;1;4.843;E99;99;42;15.527;7,000 ha;;574;17.0180119;99.7043131;tha
574-002;Si Satchanalai Historical Park;Thailand;Таиланд;N17;17;25;34.151;E99;99;47;19.064;4,514 ha;;574;17.4261531;99.7886289;tha
574-003;Kamphaeng Phet Historical Park;Thailand;Таиланд;N16;16;29;45.316;E99;99;30;38.495;338 ha;;574;16.4959211;99.5106931;tha
590-001;Khao Yai National Park;Thailand;Таиланд;N14;14;21;10.818;E101;101;26;7.735;216,800 ha;;590;14.353005;101.4354819;tha
590-002;Thap Lan National Park;Thailand;Таиланд;N14;14;10;0;E102;102;10;0;223,600 ha;;590;14.1666667;102.1666667;tha
590-003;Pang Sida National Park;Thailand;Таиланд;N14;14;4;60;E102;102;10;0;84,400 ha;;590;14.0833333;102.1666667;tha
590-004;Ta Phraya National Park;Thailand;Таиланд;N14;14;12;0;E103;103;0;0;59,400 ha;;590;14.2;103;tha
590-005;Dong Yai Wildlife Sanctuary;Thailand;Таиланд;N14;14;12;0;E102;102;34;60;31,300 ha;;590;14.2;102.5833333;tha
37-001;The area of the hills;Tunisia;Тунис;N36;36;51;10;E10;10;19;23.9;443.48 ha;—;37;36.8527778;10.3233056;tun
37-002;"Land of the ""Maison de la chasse au sanglier""";Tunisia;Тунис;N36;36;51;21.39;E10;10;19;40.7;2.31 ha;—;37;36.8559417;10.3279722;tun
37-003;El Mbazaa Field;Tunisia;Тунис;N36;36;51;21.5;E10;10;19;47.2;1.08 ha;—;37;36.8559722;10.3297778;tun
37-004;"Land of the ""Maison de la course des chars""";Tunisia;Тунис;N36;36;51;19.9;E10;10;19;38;0.95 ha;—;37;36.8555278;10.3272222;tun
37-005;Land of the Roman house;Tunisia;Тунис;N36;36;51;15.2;E10;10;19;36.8;0.65 ha;—;37;36.8542222;10.3268889;tun
37-006;Sector of Bir Messaouda;Tunisia;Тунис;N36;36;50;57.3;E10;10;19;42;7.1 ha;—;37;36.84925;10.3283333;tun
37-007;Magon District;Tunisia;Тунис;N36;36;51;4.6;E10;10;19;52.9;2.75 ha;—;37;36.8512778;10.3313611;tun
37-008;Sector of Dermech Basilica;Tunisia;Тунис;N36;36;50;55.4;E10;10;19;30.8;3.42 ha;—;37;36.8487222;10.3252222;tun
37-009;Sector of Bib Knissia Basilica;Tunisia;Тунис;N36;36;50;37;E10;10;19;9.5;7.67 ha;—;37;36.8436111;10.3193056;tun
37-010;District of the punic ports and of the tophet;Tunisia;Тунис;N36;36;50;39.9;E10;10;19;33.7;27.49 ha;—;37;36.8444167;10.3260278;tun
37-011;Zone of the entrance to the harbours;Tunisia;Тунис;N36;36;50;14.2;E10;10;19;24.8;0.74 ha;—;37;36.8372778;10.3235556;tun
37-012;Basilica of Saint Cyprien;Tunisia;Тунис;N36;36;51;50.2;E10;10;20;14.8;0.25 ha;—;37;36.8639444;10.3374444;tun
37-013;Land of the Roman houses of Amilcar;Tunisia;Тунис;N36;36;51;31;E10;10;20;21;0.19 ha;—;37;36.8586111;10.3391667;tun
332bis-001;Archaeological site;Tunisia;Тунис;N36;36;56;47;E11;11;5;57;0.1022 ha;—;332;36.9463889;11.0991667;tun
332bis-002;Necropolis;Tunisia;Тунис;N36;36;57;22.1;E11;11;5;10.1;0.0097 ha;—;332;36.9561389;11.0861389;tun
499bis-001;La Médina et ses Faubourgs;Tunisia;Тунис;N35;35;40;40;E10;10;6;0;65.6796 ha;113.5547 ha;499;35.6777778;10.1;tun
499bis-002;Zawiya de Sidi Sahib;Tunisia;Тунис;N35;35;40;55.5;E10;10;5;24.9;0.3837 ha;20.9394 ha;499;35.6820833;10.09025;tun
499bis-003;Le Grand Bassin des Aghlabites;Tunisia;Тунис;N35;35;41;11.5;E10;10;5;44.2;1.4503 ha;19.8801 ha;499;35.6865278;10.0956111;tun
499bis-004;Le Petit Bassin des Aghlabites;Tunisia;Тунис;N35;35;41;14.6;E10;10;5;50.4;0.5244 ha;;499;35.6873889;10.0973333;tun
357-001;Göreme National Park;Turkey;Турция;N38;38;40;0;E34;34;51;0;9,572 ha;;357;38.6666667;34.85;tur
357-002;Karain site;Turkey;Турция;N38;38;35;41;E34;34;59;55.7;0.77 ha;;357;38.5947222;34.9988056;tur
357-003;Karlik site;Turkey;Турция;N38;38;34;25;E34;34;59;53.6;0.51 ha;;357;38.5736111;34.9982222;tur
357-004;Yesilöz site;Turkey;Турция;N38;38;33;15.8;E35;35;0;13.1;0.58 ha;;357;38.5543889;35.0036389;tur
357-005;Soganli site;Turkey;Турция;N38;38;24;40.4;E34;34;54;13.4;309 ha;;357;38.4112222;34.9037222;tur
357-006;Subterranean city of Kaymakli;Turkey;Турция;N38;38;28;9;E34;34;46;48.3;0.7 ha;;357;38.4691667;34.7800833;tur
357-007;Subterranean city of Derinkuyu;Turkey;Турция;N38;38;24;20.4;E34;34;45;27.5;0.25 ha;;357;38.4056667;34.7576389;tur
356bis-001;Sultanahmet Urban Archaeological Component Area of World Heritage Site;Turkey;Турция;N41;41;0;30;E28;28;58;60;140 ha;—;356;41.0083333;28.9833333;tur
356bis-002;Suleymaniye Mosque and its Associated Component Area of World Heritage Site;Turkey;Турция;N41;41;0;60;E28;28;57;40;54 ha;—;356;41.0166667;28.9611111;tur
356bis-003;Zeyrek Mosque (Pantocrator Church) and its Associated Component Area of World Heritage Site;Turkey;Турция;N41;41;1;10;E28;28;57;25;10.5 ha;—;356;41.0194444;28.9569444;tur
356bis-004;Istanbul Land Walls Component Area of World Heritage Site;Turkey;Турция;N41;41;1;30;E28;28;55;30;561 ha;—;356;41.025;28.925;tur
377-001;Hattousa [and Ibikçam Forest];Turkey;Турция;N40;40;0;50;E34;34;37;14;262 ha;;377;40.0138889;34.6205556;tur
377-002;Yazilikaya (rupestral sanctuary);Turkey;Турция;N40;40;1;27.8;E34;34;38;15.8;1.8 ha;;377;40.0243889;34.6377222;tur
377-003;Kayali Bogaz (outpost);Turkey;Турция;N40;40;0;11.6;E34;34;38;14;4.5 ha;;377;40.0032222;34.6372222;tur
377-004;Osmankayasi (rock necropolis);Turkey;Турция;N40;40;1;26.5;E34;34;37;38.3;0.16 ha;;377;40.0240278;34.6273056;tur
484-001;Xanthos;Turkey;Турция;N36;36;21;22.2;E29;29;19;6.9;112 ha;34.4 ha;484;36.3561667;29.3185833;tur
484-003;Letoon;Turkey;Турция;N36;36;19;36.6;E29;29;17;51.5;14 ha;29 ha;484;36.3268333;29.2976389;tur
614-001;Çukur - the Hole;Turkey;Турция;N41;41;14;44;E32;32;41;33.5;72 ha;;614;41.2455556;32.6926389;tur
614-002;Kıranköy;Turkey;Турция;N41;41;14;49.4;E32;32;41;4.5;11 ha;;614;41.2470556;32.6845833;tur
614-003;Bağlar;Turkey;Турция;N41;41;15;50.5;E32;32;39;46.7;110 ha;;614;41.2640278;32.6629722;tur
1452-001;Khans Area (Orhan Ghazi Külliye and its surroundings);Turkey;Турция;N40;40;11;5.03;E29;29;3;44.41;10.68 ha;25.405 ha;1452;40.1847306;29.0623361;tur
1452-002;Khans Area (Orhan Ghazi Tombs);Turkey;Турция;N40;40;11;13;E29;29;3;27;0.738 ha;;1452;40.1869444;29.0575;tur
1452-003;Hüdavendigar (Murad I) Külliye;Turkey;Турция;N40;40;12;8;E29;29;1;16;0.877 ha;7.773 ha;1452;40.2022222;29.0211111;tur
1452-004;Hüdavendigar (Murad I) Külliye (Old Turkish Bath);Turkey;Турция;N40;40;12;8;E29;29;1;24;0.107 ha;;1452;40.2022222;29.0233333;tur
1452-005;Yildirim (Bayezid I) Külliye;Turkey;Турция;N40;40;11;15;E29;29;4;55;1.529 ha;6.359 ha;1452;40.1875;29.0819444;tur
1452-006;Yesil (Mehmed I) Külliye;Turkey;Турция;N40;40;10;54;E29;29;4;29;1.748 ha;7.407 ha;1452;40.1816667;29.0747222;tur
1452-007;Muradiye (Murad II) Külliye;Turkey;Турция;N40;40;11;26;E29;29;2;46;3.142 ha;10.405 ha;1452;40.1905556;29.0461111;tur
1452-008;Cumalikizik Village;Turkey;Турция;N40;40;10;30;E29;29;10;23;8.646 ha;191.917 ha;1452;40.175;29.1730556;tur
1457-001;Pergamon, the Multi-Layered City;Turkey;Турция;N39;39;7;33;E27;27;10;48;315.46 ha;426.928 ha;1457;39.1258333;27.18;tur
1457-002;Kybele Sanctuary at Kapikaya;Turkey;Турция;N39;39;9;55;E27;27;8;35;1.772 ha;38.387 ha;1457;39.1652778;27.1430556;tur
1457-003;Ilyas Tepe Tumulus;Turkey;Турция;N39;39;7;51.07;E27;27;11;55.03;3.232 ha;;1457;39.1308528;27.1986194;tur
1457-004;Yigma Tepe Tumulus;Turkey;Турция;N39;39;6;15.72;E27;27;10;51.45;6.921 ha;4.548 ha;1457;39.1043667;27.1809583;tur
1457-005;Ikili Tumuli;Turkey;Турция;N39;39;6;19.86;E27;27;10;19.98;0.082 ha;0.403 ha;1457;39.1055167;27.1722167;tur
1457-006;Tavsan Tepe Tumulus;Turkey;Турция;N39;39;6;54.5;E27;27;11;40.99;1.245 ha;;1457;39.1151389;27.1947194;tur
1457-007;X Tepe Tumulus;Turkey;Турция;N39;39;6;11.88;E27;27;10;10.66;0.573 ha;3.719 ha;1457;39.1033;27.1696278;tur
1457-008;A Tepe Tumulus;Turkey;Турция;N39;39;7;0.37;E27;27;11;34.26;0.556 ha;;1457;39.1167694;27.19285;tur
1457-009;Maltepe Tumulus;Turkey;Турция;N39;39;6;32.6;E27;27;10;21.5;2.741 ha;2.935 ha;1457;39.1090556;27.1726389;tur
1018rev-001;Cukurici Mound;Turkey;Турция;N37;37;55;45;E27;27;21;34;1.5 ha;1,163.3 ha;1018;37.9291667;27.3594444;tur
1018rev-002;Ancient city of Ephesus;Turkey;Турция;N37;37;56;29;E27;27;20;26;614.76 ha;;1018;37.9413889;27.3405556;tur
1018rev-003;Ayasuluk Hill, Artemision and Medieval Settlement;Turkey;Турция;N37;37;56;59;E27;27;21;50;45.82 ha;;1018;37.9497222;27.3638889;tur
1018rev-004;House of Virgin Mary;Turkey;Турция;N37;37;54;42;E27;27;20;1;0.55 ha;83 ha;1018;37.9116667;27.3336111;tur
1519-001;Archaeological Site of Aphrodisias;Turkey;Турция;N37;37;42;30;E28;28;43;25;70.33 ha;1,040.57 ha;1519;37.7083333;28.7236111;tur
1519-002;Ancient Marble Quarries;Turkey;Турция;N37;37;43;39;E28;28;44;29;81.92 ha;;1519;37.7275;28.7413889;tur
1199-001;Southern section comprising the minaret and most of the monuments;Turkmenistan;Туркменистан;N42;42;18;19;E59;59;8;30;333.9 ha;648.09 ha;1199;42.3052778;59.1416667;tkm
1199-002;Northern section: Najm-ad-Din al-Kubra Mausoleum complex;Turkmenistan;Туркменистан;N42;42;19;33;E59;59;8;45;14.17 ha;21.45 ha;1199;42.3258333;59.1458333;tkm
1199-003;Western section: comprising the Ibn Khajib mausoleum and medressa;Turkmenistan;Туркменистан;N42;42;18;54.227;E59;59;7;39.788;5.17 ha;213.76 ha;1199;42.3150631;59.1277189;tkm
1242-001;New Nisa;Turkmenistan;Туркменистан;N37;37;57;59;E58;58;11;55;42.671 ha;200.15 ha;1242;37.9663889;58.1986111;tkm
1242-002;Old Nisa;Turkmenistan;Туркменистан;N37;37;57;4.536;E58;58;12;39.575;35.234 ha;200.15 ha;1242;37.95126;58.2109931;tkm
865-001;Vysokyi Zamok and Pidzamche, Seredmistia;Ukraine;Украина;N49;49;50;30;E24;24;1;55;;;865;49.8416667;24.0319444;ukr
865-002;Ensemble of St.Yuri – the Dragonfighter Church;Ukraine;Украина;N49;49;50;19;E24;24;0;52;;;865;49.8386111;24.0144444;ukr
1411-001;Ancient city of Tauric Chersonese;Ukraine;Украина;N44;44;36;39;E33;33;29;29;42.8106 ha;207.22 ha;1411;44.6108333;33.4913889;ukr
1411-002;Chora plot in the Yukharina Gully;Ukraine;Украина;N44;44;33;1;E33;33;28;12;150.6227 ha;1,235 ha;1411;44.5502778;33.47;ukr
1411-003;Chora plot in Berman’s Gully;Ukraine;Украина;N44;44;31;26;E33;33;30;3;19.5574 ha;291.0916 ha;1411;44.5238889;33.5008333;ukr
1411-004;Chora plot on the Bezymyannaya Height;Ukraine;Украина;N44;44;31;34;E33;33;32;48;17.2941 ha;1,116 ha;1411;44.5261111;33.5466667;ukr
1411-005;Chora plot in the Streletskaya Gully;Ukraine;Украина;N44;44;34;15;E33;33;28;39;15.2664 ha;;1411;44.5708333;33.4775;ukr
1411-006;Chora plot on the isthmus of the Mayachny Peninsula – part I;Ukraine;Украина;N44;44;33;51;E33;33;24;41;5.0513 ha;191.776 ha;1411;44.5641667;33.4113889;ukr
1411-007;Chora plot on the isthmus of the Mayachny Peninsula – part II;Ukraine;Украина;N44;44;33;44;E33;33;24;35;8.5413 ha;;1411;44.5622222;33.4097222;ukr
1411-008;Chora plot on the isthmus of the Mayachny Peninsula;Ukraine;Украина;N44;44;33;38;E33;33;24;30;0.2314 ha;;1411;44.5605556;33.4083333;ukr
1343-001;Jebel Hafit Desert Park (1.1);United Arab Emirates;Объединенные Арабские Эмираты;N24;24;4;4.62;E55;55;48;23.87;3,828.52 ha;5,909.92 ha;1343;24.06795;55.8066306;are
1343-002;Jebel Hafit North Tombs (1.2);United Arab Emirates;Объединенные Арабские Эмираты;N24;24;9;25.83;E55;55;45;36.17;281.84 ha;;1343;24.157175;55.7600472;are
1343-003;Al Naqfa Ridge (1.5);United Arab Emirates;Объединенные Арабские Эмираты;N24;24;12;45.33;E55;55;46;6.88;0.78 ha;;1343;24.2125917;55.7685778;are
1343-004;Al Ain Oasis (4.1);United Arab Emirates;Объединенные Арабские Эмираты;N24;24;13;2.74;E55;55;46;1.08;119.78 ha;;1343;24.2174278;55.7669667;are
1343-005;Al Ain Wildlife Park Tombs (1.3);United Arab Emirates;Объединенные Арабские Эмираты;N24;24;10;44.75;E55;55;44;58.9;65.39 ha;166.93 ha;1343;24.1790972;55.7496944;are
1343-006;West Ridge Hafit Tombs (1.4);United Arab Emirates;Объединенные Арабские Эмираты;N24;24;11;28.95;E55;55;44;53.01;92.86 ha;;1343;24.191375;55.7480583;are
1343-007;Hili Archaeological Park (2.1);United Arab Emirates;Объединенные Арабские Эмираты;N24;24;17;34.38;E55;55;47;23.69;193.83 ha;518.4 ha;1343;24.2928833;55.7899139;are
1343-008;Hili 2 (2.2);United Arab Emirates;Объединенные Арабские Эмираты;N24;24;17;27.54;E55;55;46;45.91;1.71 ha;;1343;24.2909833;55.7794194;are
1343-009;Hili North Tomb A (2.3);United Arab Emirates;Объединенные Арабские Эмираты;N24;24;18;26.51;E55;55;47;21.03;0.57 ha;;1343;24.3073639;55.789175;are
1343-010;Hili North Tomb B (2.4);United Arab Emirates;Объединенные Арабские Эмираты;N24;24;18;17.42;E55;55;47;23.36;0.12 ha;;1343;24.3048389;55.7898222;are
1343-011;Rumailah Site (2.5);United Arab Emirates;Объединенные Арабские Эмираты;N24;24;16;37.87;E55;55;45;33.51;5.43 ha;;1343;24.2771861;55.7593083;are
1343-012;Hili Oasis (4.2);United Arab Emirates;Объединенные Арабские Эмираты;N24;24;16;51.99;E55;55;46;11.18;63.55 ha;;1343;24.2811083;55.7697722;are
1343-013;Bidaa Bint Saud (3.1);United Arab Emirates;Объединенные Арабские Эмираты;N24;24;22;56.11;E55;55;42;56.34;112.09 ha;659.2 ha;1343;24.3822528;55.71565;are
1343-014;Al Jimi Oasis (4.3);United Arab Emirates;Объединенные Арабские Эмираты;N24;24;15;24.78;E55;55;44;41.73;78.81 ha;274.73 ha;1343;24.2568833;55.744925;are
1343-015;Al Qattara Oasis (4.4);United Arab Emirates;Объединенные Арабские Эмираты;N24;24;15;52.49;E55;55;45;2.81;64.38 ha;;1343;24.2645806;55.7507806;are
1343-016;Mutaredh Oasis (4.5);United Arab Emirates;Объединенные Арабские Эмираты;N24;24;12;59.93;E55;55;44;30.89;24.9 ha;43.8 ha;1343;24.2166472;55.7419139;are
